name,site,subtypes,category,phone,full_address,postal_code,latitude,longitude,rating,reviews,reviews_tags,photos_count,photo,working_hours,business_status,about,description,menu_link,location_link,place_id
TerAqua породична хоби одгајивачница,,Pet store,Продавница кућних љубимаца,+381 64 1114779,"Višnjički venac 39, Beograd",None,44.8169176,20.5345606,4.9,10.0,,21.0,https://lh3.googleusercontent.com/p/AF1QipNk4wxdTLDmPZ3Y_Kbxi8mZr5D6etKZWuafcqJa=w800-h500-k-no,"{""Monday"": ""5-8:30PM"", ""Tuesday"": ""5-8:30PM"", ""Wednesday"": ""5-8:30PM"", ""Thursday"": ""5-8:30PM"", ""Friday"": ""5-8:30PM"", ""Saturday"": ""12-7PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/TerAqua+%D0%BF%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%87%D0%BD%D0%B0+%D1%85%D0%BE%D0%B1%D0%B8+%D0%BE%D0%B4%D0%B3%D0%B0%D1%98%D0%B8%D0%B2%D0%B0%D1%87%D0%BD%D0%B8%D1%86%D0%B0/@44.8169176,20.5345606,14z/data=!4m8!1m2!2m1!1sTerAqua+%D0%BF%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%87%D0%BD%D0%B0+%D1%85%D0%BE%D0%B1%D0%B8+%D0%BE%D0%B4%D0%B3%D0%B0%D1%98%D0%B8%D0%B2%D0%B0%D1%87%D0%BD%D0%B8%D1%86%D0%B0!3m4!1s0x475a7bc9841946f3:0xa71d73b927b6f8a5!8m2!3d44.8169176!4d20.5345606",ChIJ80YZhMl7WkcRpfi2J7lzHac
Premium Pet Džona Kenedija,http://www.premiumpet.rs/,Pet store,Pet store,+381 69 8265007,"Džona Kenedija 31g, Novi Beograd 11070",11070,44.8330029,20.411907199999998,4.8,51.0,,13.0,https://lh3.googleusercontent.com/p/AF1QipPCRKzgOo6c-xa2_iCxHL2LLnbCYF3aHxD5xXvX=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-9PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+D%C5%BEona+Kenedija/@44.8330029,20.411907199999998,14z/data=!4m8!1m2!2m1!1sPremium+Pet+D%C5%BEona+Kenedija!3m4!1s0x475a654db1ea0fe5:0xaa59a22b2b68d221!8m2!3d44.8330029!4d20.411907199999998",ChIJ5Q_qsU1lWkcRIdJoKyuiWao
Calypso Pet Shop,,Pet store,Pet store,,"Dr Dragiše Mišovića 7-D, Beograd 11060",11060,44.851551099999995,20.4725947,4.8,4.0,,11.0,https://lh3.googleusercontent.com/p/AF1QipNMMTQMwsKbWUP3TN7OJeq0Uer-8vprlSQ4Ie-X=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Calypso+Pet+Shop/@44.851551099999995,20.4725947,14z/data=!4m8!1m2!2m1!1sCalypso+Pet+Shop!3m4!1s0x475a65e2d3b3ca93:0x467667570c309583!8m2!3d44.851551099999995!4d20.4725947",ChIJk8qz0-JlWkcRg5UwDFdndkY
Magic Pet House Pet Zoo Shop i Grooming,,"Pet supply store, Pet store",Продавница за кућне љубимце,+381 65 3602103,"Generala Ljubomira Milića 1, Beograd 11041",11041,44.7588406,20.4896733,4.4,48.0,,36.0,https://lh3.googleusercontent.com/p/AF1QipPGmxOVNkHD-MbjYDzfvxi_jg7NpHFwrxD9Bvp4=w800-h500-k-no,"{""Monday"": ""12-8PM"", ""Tuesday"": ""12-8PM"", ""Wednesday"": ""12-8PM"", ""Thursday"": ""12-8PM"", ""Friday"": ""12-8PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Magic+Pet+House+Pet+Zoo+Shop+i+Grooming/@44.7588406,20.4896733,14z/data=!4m8!1m2!2m1!1sMagic+Pet+House+Pet+Zoo+Shop+i+Grooming!3m4!1s0x475a711dc53d1d75:0x34992bbbebcd45f0!8m2!3d44.7588406!4d20.4896733",ChIJdR09xR1xWkcR8EXN67srmTQ
Little Marge Pet Shop,http://littlemarge.rs/,Pet store,Pet store,+381 63 238477,"Višnjička 119, Beograd",None,44.8218256,20.5371152,4.3,30.0,,5.0,https://lh3.googleusercontent.com/p/AF1QipNig90E6XYeFZh5eL2341lcld3WKxxq2BHuxgpp=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Little+Marge+Pet+Shop/@44.8218256,20.5371152,14z/data=!4m8!1m2!2m1!1sLittle+Marge+Pet+Shop!3m4!1s0x475a7bc48d2450c5:0x6cf6f632be99cdf6!8m2!3d44.8218256!4d20.5371152",ChIJxVAkjcR7WkcR9s2ZvjL29mw
Mirijevo - Veterinarska apoteka i pet shop Aquarius,http://www.aquarius.rs/,Pet store,Pet store,+381 63 351456,"Vitezova Karađorđeve zvezde 37, Beograd",None,44.7931448,20.5243933,4.6,267.0,,22.0,https://lh3.googleusercontent.com/p/AF1QipMci2UFcfYoj42yf56A4Rbpg3aFf369Zoq87izq=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-4PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,"https://www.google.com/maps/place/Mirijevo+-+Veterinarska+apoteka+i+pet+shop+Aquarius/@44.7931448,20.5243933,14z/data=!4m8!1m2!2m1!1sMirijevo+-+Veterinarska+apoteka+i+pet+shop+Aquarius!3m4!1s0x475a7a0aaf639cab:0x5cae63f4ef141a1d!8m2!3d44.7931448!4d20.5243933",ChIJq5xjrwp6WkcRHRoU7_Rjrlw
Premium Pet Neznanog junaka,https://www.premiumpet.rs/default.aspx,Pet store,Pet store,+381 69 8265281,"Neznanog junaka 15b, Beograd 11000",11000,44.7754705,20.460862799999997,5.0,8.0,,6.0,https://lh3.googleusercontent.com/p/AF1QipN6vy13BdvZFhTTXJE2adqf8dxUCXqSu3lWw-pn=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Neznanog+junaka/@44.7754705,20.460862799999997,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Neznanog+junaka!3m4!1s0x475a718f262ef083:0x2aa484582ecc63ec!8m2!3d44.7754705!4d20.460862799999997",ChIJg_AuJo9xWkcR7GPMLliEpCo
Pet Shop Mali Don,,Pet store,Продавница кућних љубимаца,+381 61 2884558,"Mirijevski Venac 69, Beograd",None,44.7924138,20.5251897,5.0,26.0,,20.0,https://lh3.googleusercontent.com/p/AF1QipO8vxsyx0CSnH3IbaRSXOCuh5U6c3cjQWO09yD4=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-4PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Pet+Shop+Mali+Don/@44.7924138,20.5251897,14z/data=!4m8!1m2!2m1!1sPet+Shop+Mali+Don!3m4!1s0x475a715572f6db99:0xd4f51cda542d24fc!8m2!3d44.7924138!4d20.5251897",ChIJmdv2clVxWkcR_CQtVNoc9dQ
Animalis D.O.O.,http://www.animalis.rs/,Pet store,Pet store,+381 63 1700799,"Milana Gligorijevića 13, Beograd",None,44.7588685,20.5311462,5.0,20.0,,6.0,https://lh3.googleusercontent.com/p/AF1QipMqKFMRiB9yvjbbbJSPHXXSKl-QxWS_jayf8yQW=w800-h500-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""8AM-5PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Animalis+D.O.O./@44.7588685,20.5311462,14z/data=!4m8!1m2!2m1!1sAnimalis+D.O.O.!3m4!1s0x475a772c00a7cb35:0x2a5c4125c02874d2!8m2!3d44.7588685!4d20.5311462",ChIJNcunACx3WkcR0nQowCVBXCo
Premium Pet Sunny Ville,https://www.premiumpet.rs/,Pet store,Pet store,+381 62 208265,"Mirka Milojkovića 13a, Beograd 11000",11000,44.8129479,20.5392063,4.8,16.0,,1.0,https://lh3.googleusercontent.com/p/AF1QipNsxrtMqolTbys2F-ihn4pKQiHte69PDCYbVkbc=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Sunny+Ville/@44.8129479,20.5392063,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Sunny+Ville!3m4!1s0x475a7bd239862a4d:0x86568e6d01c6692d!8m2!3d44.8129479!4d20.5392063",ChIJTSqGOdJ7WkcRLWnGAW2OVoY
Premium Pet AVA,https://www.premiumpet.rs/default.aspx,Pet store,Pet store,+381 69 8265220,"E75, Beograd 11000",11000,44.7141065,20.5577147,4.6,24.0,,1.0,https://lh3.googleusercontent.com/p/AF1QipPXFHn7KnRFufMeY4hQxkdck-greVfDu70oC49j=w800-h500-k-no,"{""Monday"": ""10AM-9PM"", ""Tuesday"": ""10AM-9PM"", ""Wednesday"": ""10AM-9PM"", ""Thursday"": ""10AM-9PM"", ""Friday"": ""10AM-9PM"", ""Saturday"": ""10AM-9PM"", ""Sunday"": ""10AM-9PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true}, ""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+AVA/@44.7141065,20.5577147,14z/data=!4m8!1m2!2m1!1sPremium+Pet+AVA!3m4!1s0x475a772e6295afc3:0x9edf6f3ba8772ded!8m2!3d44.7141065!4d20.5577147",ChIJw6-VYi53WkcR7S13qDtv354
Pet shop Vau Mau,,Pet store,Pet store,+381 61 2806030,"Ustanička 170e, Beograd",None,44.7830911,20.5017496,4.9,19.0,,5.0,https://lh3.googleusercontent.com/p/AF1QipMbcZrnDHb8nXosdBryQanDl89s3XfgQSPmnuo_=w800-h500-k-no,"{""Monday"": ""9AM-8:30PM"", ""Tuesday"": ""9AM-8:30PM"", ""Wednesday"": ""9AM-8:30PM"", ""Thursday"": ""9AM-8:30PM"", ""Friday"": ""9AM-8:30PM"", ""Saturday"": ""9AM-4:30PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,,"https://www.google.com/maps/place/Pet+shop+Vau+Mau/@44.7830911,20.5017496,14z/data=!4m8!1m2!2m1!1sPet+shop+Vau+Mau!3m4!1s0x475a7144bbee997b:0xa455b3dbbdff282f!8m2!3d44.7830911!4d20.5017496",ChIJe5nuu0RxWkcRLyj_vduzVaQ
Pet Shop DETEDE,,Pet store,Pet store,+381 63 371340,"Dragice Končar 45a, Beograd 11000",11000,44.7682907,20.5002221,5.0,6.0,,10.0,https://lh3.googleusercontent.com/p/AF1QipPYsan5rQReKTzcxw9nmAmsG8aBzzNXOoArEt0U=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Pet+Shop+DETEDE/@44.7682907,20.5002221,14z/data=!4m8!1m2!2m1!1sPet+Shop+DETEDE!3m4!1s0x475a71d0fbb58093:0x8b0a962c8930cdf7!8m2!3d44.7682907!4d20.5002221",ChIJk4C1-9BxWkcR980wiSyWCos
EZOP Pet Shop,,Pet store,Продавница кућних љубимаца,,"Vojvode Stepe 133, Beograd 11030",11030,44.777975999999995,20.474384999999998,3.8,10.0,,5.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8N_uTGFa3QdpmZRoUr7C0oqoFHvpCarUbHe3l-2A2DBC7KPSNWFgDoEeKTmlgXvHvZSutsOqv7vZmdZs7qjwKLsTWP6I9wVP1-wqvNsy-jZJJu36p0dv380TpA7biYdAomEe8=w800-h500-k-no,"{""Monday"": ""5-8PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""5-8PM"", ""Thursday"": ""Closed"", ""Friday"": ""5-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/EZOP+Pet+Shop/@44.777975999999995,20.474384999999998,14z/data=!4m8!1m2!2m1!1sEZOP+Pet+Shop!3m4!1s0x475a711e8a029aed:0x439ca58e5c9f5099!8m2!3d44.777975999999995!4d20.474384999999998",ChIJ7ZoCih5xWkcRmVCfXI6lnEM
Premium Pet Crnotravska,https://www.premiumpet.rs/default.aspx,Pet store,Pet store,+381 69 8265266,"Crnotravska 7-9, Beograd 11000",11000,44.760693599999996,20.477106799999998,4.6,16.0,,22.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8pTYSRYR6JbUOTMA9HSIv0q6tJM8JP84VTOFkxHM5ktZpYxIYniHjaOxZIic2TmhHc0vjj0L_MpPNa0XqE-gTwXRcOvBIv6tlFZ5bpDw-bTJb2wZKNAEMen0qjHpRMQ310bEfY=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Crnotravska/@44.760693599999996,20.477106799999998,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Crnotravska!3m4!1s0x475a7118df2f20b5:0x68919c40ab9e6871!8m2!3d44.760693599999996!4d20.477106799999998",ChIJtSAv3xhxWkcRcWieq0CckWg
Pet shop veterinarska apoteka Belisima,,Pet store,Продавница кућних љубимаца,+381 11 2601646,"Bulevar Zorana Đinđića 128, Beograd",None,44.8247164,20.404647399999998,4.9,28.0,,16.0,https://lh3.googleusercontent.com/p/AF1QipMj7Ce7LO2H5JU-MgTgowmiyF-Reepgfzy8uWev=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Pet+shop+veterinarska+apoteka+Belisima/@44.8247164,20.404647399999998,14z/data=!4m8!1m2!2m1!1sPet+shop+veterinarska+apoteka+Belisima!3m4!1s0x475a65f41e73aefd:0x3bfa3dcbfb19546c!8m2!3d44.8247164!4d20.404647399999998",ChIJ_a5zHvRlWkcRbFQZ-8s9-js
R.G.C doo - Grooming oprema,http://groomingoprema.com/,Pet store,Pet store,+381 64 9381000,"Kruševačka 6, Beograd 11000",11000,44.790937,20.4853929,5.0,27.0,,8.0,https://lh3.googleusercontent.com/p/AF1QipOlZUeHjqc4ChsHVmmSa_7OiYsxt6zH4rqbUxTO=w800-h500-k-no,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Amenities"": {""Gender-neutral toilets"": true, ""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Cash only"": true, ""Cheques"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free multi-storey car park"": true, ""Free of charge street parking"": true, ""Free parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,"https://www.google.com/maps/place/R.G.C+doo+-+Grooming+oprema/@44.790937,20.4853929,14z/data=!4m8!1m2!2m1!1sR.G.C+doo+-+Grooming+oprema!3m4!1s0x475a71e985d528bf:0x99c51e2c8e299968!8m2!3d44.790937!4d20.4853929",ChIJvyjVhelxWkcRaJkpjiwexZk
Mondo Pet Team,,"Pet store, Veterinary pharmacy",Продавница кућних љубимаца,+381 64 3936586,"Radnička 63b, Beograd 11030",11030,44.777476,20.4084651,4.6,11.0,,43.0,https://lh3.googleusercontent.com/p/AF1QipMpZl7Dcm1-wHWCSzx6b7szr11GcbhJn-fk_7v6=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Mondo+Pet+Team/@44.777476,20.4084651,14z/data=!4m8!1m2!2m1!1sMondo+Pet+Team!3m4!1s0x475a6f971adb76e5:0x42b4414acd7b9fc4!8m2!3d44.777476!4d20.4084651",ChIJ5XbbGpdvWkcRxJ97zUpBtEI
"5ШОП Voždovac - Veterinarska Ambulanta, Apoteka i Pet Shop",https://www.5shop.rs/,"Pet store, Veterinarian, Veterinary pharmacy",Ветеринар,+381 11 7341655,"Bačvanska 21, Beograd 11000",11000,44.790321999999996,20.4937851,5.0,29.0,,31.0,https://lh3.googleusercontent.com/p/AF1QipNGjw0JWFk1s2nLkVRtKG8qGqjVwiAA6y2sbJE=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-9PM""}",OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilet"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true}, ""Parking"": {""Free multi-storey car park"": true, ""Free of charge street parking"": true, ""Free parking lot"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,,"https://www.google.com/maps/place/5%D0%A8%D0%9E%D0%9F+Vo%C5%BEdovac+-+Veterinarska+Ambulanta%2C+Apoteka+i+Pet+Shop/@44.790321999999996,20.4937851,14z/data=!4m8!1m2!2m1!1s5%D0%A8%D0%9E%D0%9F+Vo%C5%BEdovac+-+Veterinarska+Ambulanta%2C+Apoteka+i+Pet+Shop!3m4!1s0x475a71eb7ba257c1:0x69cc55b5e71eb8ca!8m2!3d44.790321999999996!4d20.4937851",ChIJwVeie-txWkcRyrge57VVzGk
Srecna Druzina,,Pet store,Продавница кућних љубимаца,+381 11 2287783,"76A GANDIJEVA, 11070, Belgrade (Novi Belgrade), Belgrade, county",None,44.8076454,20.3847393,4.9,25.0,,,,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Srecna+Druzina/@44.8076454,20.3847393,14z/data=!4m8!1m2!2m1!1sSrecna+Druzina!3m4!1s0x475a6f76dede73f5:0xe623b43d0b316cbe!8m2!3d44.8076454!4d20.3847393",ChIJ9XPe3nZvWkcRvmwxCz20I-Y
Cuko Pet Shop,,Pet store,Pet store,+381 63 233825,"Veljka Dugoševića 17, Beograd 11000",11000,44.8059478,20.4959228,5.0,3.0,,11.0,https://lh3.googleusercontent.com/p/AF1QipNv7tQeFFox0fUsSnKcfr3XOZlsiMA_YDEN2hJg=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Cuko+Pet+Shop/@44.8059478,20.4959228,14z/data=!4m8!1m2!2m1!1sCuko+Pet+Shop!3m4!1s0x475a7b30b1a58cc1:0xd3605553882bc87b!8m2!3d44.8059478!4d20.4959228",ChIJwYylsTB7WkcRe8griFNVYNM
Little Marge Pet Shop,http://www.littlemarge.rs/,Pet store,Продавница кућних љубимаца,+381 63 232942,"Dr Dragiše Mišovića, Beograd",None,44.8515468,20.4725903,5.0,2.0,,6.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-A2sPJjY9EtmM3CM0CwrmRFcNfkDLZX_4K1VxpHO-RR-oEC612jqoJzMWGjk33XaZ2s9u8eEE268ash9kMPBSIKj84sTFv18h_gyRa9EHWp31OlB4WqWb3Ve0uW6sPc6gL30jJeA=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Cheques"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""Identifies as women-owned"": true}}",,,"https://www.google.com/maps/place/Little+Marge+Pet+Shop/@44.8515468,20.4725903,14z/data=!4m8!1m2!2m1!1sLittle+Marge+Pet+Shop!3m4!1s0x475a654cc8f8c11f:0x8db87c25c615336!8m2!3d44.8515468!4d20.4725903",ChIJH8H4yExlWkcRNlNhXMKH2wg
Vetvizija - Petshop,https://www.vetvizija.com/,Pet store,Pet store,+381 11 3972542,"Zaplanjska 22, Beograd 11000",11000,44.7777317,20.488016,5.0,16.0,,13.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8INihn7b5avBsJbQPjmYB5m9B--OxeaGQoj8fBAHSFAZPklprfHCXRBeutuX8MH_5IJGq_aZxuid_TsHonUHv-AISjkFGHifqVXpKIY9LRaGXqJzvr_YEVce41NFFrNFTttimtKg=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",,,"https://www.google.com/maps/place/Vetvizija+-+Petshop/@44.7777317,20.488016,14z/data=!4m8!1m2!2m1!1sVetvizija+-+Petshop!3m4!1s0x475a710e7037c2e3:0x196014139dfcc1ce!8m2!3d44.7777317!4d20.488016",ChIJ48I3cA5xWkcRzsH8nRMUYBk
